╒══╕
│  │
╘══╛
cbz..... | ...... | 1001 nuits de Schéhérazade (Les)
cbz..... | T01... | Que rien ne meure
cbz..... | T02... | Le souffle du dragon
cbz..... | T03... | L'oeil de Wedal
cbz..... | T04... | Rokson
  => ====[Fantastique]====

╒════════════════╕
│ Malika Secouss │
╘════════════════╛
cbz..... | T01... | Rêves partis
cbz..... | T02... | Crise de tête
cbz..... | T05... | Fais pas ta star
cbz..... | T06... | Pulse des pieds
cbz..... | T07... | Frais style
cbz..... | T08... | Cest du zouli
cbz..... | T09... | Alcastar
  => ====[BD classique]====

╒════════╕
│ Maliki │
╘════════╛
cbz..... | T01... | Broie la vie en rose
  => ====[Mangas, Comics]====

╒═════════════════╕
│ Malvoulant (Le) │
╘═════════════════╛
cbz..... | T01... | Le don
  => ====[Fantastique]====

╒═══════════════════╕
│ Mammouth & Piston │
╘═══════════════════╛
cbz..... | T01... | 
cbz..... | T02... | 
cbz..... | T03... | 
  => ====[BD classique]====

╒══════════════════╕
│ Mandiguerre (La) │
╘══════════════════╛
cbz..... | T01... | De vrais boy-scouts
cbz..... | T02... | Cas de force majeure
cbz..... | T03... | Le revers de la médaille
cbz..... | T04... | Au nom du père
  => ====[Science-fiction]====

╒══════════╕
│ Mandrill │
╘══════════╛
cbz..... | T01... | La môme flamberge
cbz..... | T02... | Les mariées de Saint-Lo
cbz..... | T03... | L'engrenage
cbz..... | T04... | Chute libre
cbz..... | T05... | Les orchidées de Volnaiev
cbz..... | T06... | Le cheval de Troie
  => ====[Aventure]====

╒════════════╕
│ Mangecoeur │
╘════════════╛
cbz..... | ...... | L'intégrale
  => ====[Chroniques, ...]====

╒══════════════════════════╕
│ Mangeurs de foudre (Les) │
╘══════════════════════════╛
cbz..... | T01... | Le ventre des ténèbres
  => ====[Science-fiction]====

╒══════════════════════════╕
│ Manoir des murmures (Le) │
╘══════════════════════════╛
cbz..... | T01... | Sarah
cbz..... | T02... | Demian
  => ====[Fantastique]====

╒══════════════════════════╕
│ Manuscrits de sang (Les) │
╘══════════════════════════╛
cbz..... | T01... | Fouilles mortelles
cbz..... | T02... | La cité sous les eaux
cbz..... | T03... | Propriétaires terriens
  => ====[Fantastique]====

╒════════════════════════════════╕
│ Marada la louve (L'odyssée de) │
╘════════════════════════════════╛
cbz..... | T01... | Marada la louve
cbz..... | T02... | Le sorcier des abysses
  => ====[Fantasy]====

╒═════════════╕
│ Marc Dacier │
╘═════════════╛
cbz..... | T01... | Aventures autour du monde
cbz..... | T02... | A la poursuite du soleil
cbz..... | T03... | Au-delà du pacifique
cbz..... | T04... | Les secrets de la mer de corail
cbz..... | T05... | La main noire
cbz..... | T06... | L'abominable homme des Andes
cbz..... | T07... | L'empire du soleil
cbz..... | T08... | Le péril guette sous la mer
cbz..... | T09... | Les sept cités de Cibola
cbz..... | T10... | Les négriers du ciel
cbz..... | T11... | Chasse à l'homme
cbz..... | T12... | L'or du ''Vent d'est''
cbz..... | T13... | Le train fantôme
  => ====[Aventure]====

╒══════════════════════════╕
│ Marc Lebut et son voisin │
╘══════════════════════════╛
cbz..... | T01... | Allegro Ford T
cbz..... | T02... | L'homme des vieux
cbz..... | T03... | Ballade en Ford T
cbz..... | T04... | Voisin et Ford T
cbz..... | T05... | La Ford T dans le vent
cbz..... | T06... | La Ford T gagne
cbz..... | T07... | La Ford T en vadrouille
cbz..... | T08... | Ford T anti-pollution
cbz..... | T09... | La Ford T en vacances
cbz..... | T10... | Gags en Ford T
cbz..... | T11... | La Ford T énergique
cbz..... | T12... | Ford T fortissimo
cbz..... | T13... | La Ford T récalcitrante
cbz..... | T14... | La Ford T fait des bonds
cbz..... | T15... | Le voisin porte-veine
cbz..... | THS... | Le buste à Bedon
  => ====[BD classique]====

╒═══════════════════════╕
│ Marchand d'idées (Le) │
╘═══════════════════════╛
cbz..... | T01... | Le marchand d'idées
cbz..... | T02... | Caron des glaces
cbz..... | T03... | Les naufragés de Loreleï
cbz..... | T04... | Le semeur d'étoiles
  => ====[Science-fiction]====

╒═══════════════════════╕
│ Margot l'enfant bleue │
╘═══════════════════════╛
cbz..... | T01... | Le coq
cbz..... | T02... | Les deux Margot
cbz..... | T03... | La grande faucheuse
  => ====[Histoire]====\= Renaissance

╒═════════════════╕
│ Marie des loups │
╘═════════════════╛
cbz..... | T01... | La garde rouge
cbz..... | T02... | Le cirque de Pétra
cbz..... | T03... | Le sang des loups
  => ====[Aventure]====

╒═══════════════╕
│ Marie Tempête │
╘═══════════════╛
cbz..... | T01... | La fille de Ker-Avel
cbz..... | T02... | La fontaine aux faées
cbz..... | T03... | Les embuscades
cbz..... | T04... | Le secret d'Emilie
  => ====[Histoire]====\= Renaissance

╒════════╕
│ Marine │
╘════════╛
cbz..... | T01... | Le serment de la tour noire
cbz..... | T02... | Cap au large
cbz..... | T03... | Le trésor du caïman
cbz..... | T04... | L'empereur des singes
cbz..... | T05... | Les yeux de Kukulkan
cbz..... | T06... | Les lutins de Morleroc
cbz..... | T07... | Traquenard en Corse
cbz..... | T08... | La princesse engloutie
  => ====[BD classique]====

╒══════════════╕
│ Marion Duval │
╘══════════════╛
cbz..... | T01... | Le scarabée bleu
cbz..... | T02... | Et la voix d'Elisa Beauchant
cbz..... | T03... | Attaque à Ithaque
cbz..... | T04... | Un croco dans la loire
cbz..... | T05... | Le manuscrit de Saint-Roch
cbz..... | T06... | Un train d'enfer
cbz..... | T07... | L'homme aux mouettes
cbz..... | T08... | La vengeance du prince Melcar
cbz..... | T09... | Pleins feux sur le smilodon
cbz..... | T10... | SOS éléphants
cbz..... | T11... | Traque à Montmartre
cbz..... | T12... | Gare au loup
cbz..... | T13... | Alerte à La plantaline
cbz..... | T14... | Chantier interdit
cbz..... | T15... | Enquête d'amour
  => ====[Aventure]====

╒═════════╕
│ Marlysa │
╘═════════╛
cbz..... | T00... | La jeunesse
cbz..... | T01... | Le masque
cbz..... | T02... | L'ombre de dompour
cbz..... | T03... | L'autre coté
cbz..... | T04... | Bragal
cbz..... | T05... | Le thaumaturge
cbz..... | T06... | La femme-vie
cbz..... | T07... | Le Waltras I
cbz..... | T08... | Le Waltras II
  => ====[Fantasy]====

╒══════════════════════╕
│ Marque du péché (La) │
╘══════════════════════╛
cbz..... | T01... | Angustias
cbz..... | T02... | La nuit de la disgrâce
  => ====[Histoire]====\= 19ème siècle

╒══════════════════════╕
│ Marquis d'Anaon (Le) │
╘══════════════════════╛
cbz..... | T01... | L'île de Brac
cbz..... | T02... | La vierge noire
cbz..... | T03... | La providence
cbz..... | T04... | La bête
  => ====[Chroniques, ...]====

╒════════════════════════════╕
│ Marquise des lumières (La) │
╘════════════════════════════╛
cbz..... | T01... | La vierge et l'enfant
cbz..... | T02... | Le destin de Zoé
cbz..... | T03... | Le sourire du pendu
cbz..... | T04... | Le glaive et la balance
  => ====[Histoire]====\= Révolution française, Bonaparte, etc

╒══════════╕
│ Marshall │
╘══════════╛
cbz..... | T01... | D'ombres et de lumières
cbz..... | T02... | Maitre Hisaya
cbz..... | T03... | Litanie vespérale
cbz..... | T04... | Réminiscences
  => ====[Science-fiction]====

╒═════════════╕
│ Marsupilami │
╘═════════════╛
cbz..... | T00... | Capturez un marsupilami !
cbz..... | T01... | La queue du marsupilami
cbz..... | T02... | Le bébé du bout du monde
cbz..... | T03... | Mars le noir
cbz..... | T04... | Le pollen du Monte Urticando
cbz..... | T05... | Baby prinz
cbz..... | T06... | Fordlandia
cbz..... | T07... | L'or de Boavista
cbz..... | T08... | Le temple de Boavista
cbz..... | T09... | Le papillon des cimes
cbz..... | T10... | Rififi en palombie
cbz..... | T11... | Houba banana
cbz..... | T12... | Trafic a Jollywood
cbz..... | T13... | Le défilé du jaguar
cbz..... | T14... | Un fils en or
cbz..... | T15... | C'est quoi ce cirque
cbz..... | T16... | Tous en piste
cbz..... | T17... | L'orchidée des Chahutas
cbz..... | T18... | Robinson academy
cbz..... | T19... | Magie blanche
cbz..... | T20... | Viva Palombia !
cbz..... | T21... | Red monster
cbz..... | T22... | Chiquito paradiso
cbz..... | T23... | Croc vert
cbz..... | T24... | Opération Attila
cbz..... | T25... | Sur la piste du Marsupilami
cbz..... | T26... | Santa Calamidad
cbz..... | T27... | Cœur d'étoile
cbz..... | T28... | Biba
